ID	NAME_PATH	SCORE
31	"Charlie_Chaplin @musicComposer Modern_Times starring Chester_Conklin @starring Mabel_at_the_Wheel cinematography Frank_D._Williams"	5.99212
32	"Charlie_Chaplin @producer Modern_Times starring Chester_Conklin @starring Mabel_at_the_Wheel cinematography Frank_D._Williams"	5.99212
33	"Charlie_Chaplin @starring Modern_Times starring Chester_Conklin @starring Mabel_at_the_Wheel cinematography Frank_D._Williams"	5.99212
34	"Charlie_Chaplin @editing The_Gold_Rush starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.932784
35	"Charlie_Chaplin @director The_Gold_Rush starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.932784
36	"Charlie_Chaplin @producer The_Gold_Rush starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.932784
37	"Charlie_Chaplin @writer The_Gold_Rush starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.932784
38	"Charlie_Chaplin @starring The_Gold_Rush starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.932784
39	"Charlie_Chaplin @director Pay_Day starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.812784
40	"Charlie_Chaplin @writer Pay_Day starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.812784
41	"Charlie_Chaplin @starring Pay_Day starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.812784
42	"Charlie_Chaplin @editing The_Idle_Class starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.792784
43	"Charlie_Chaplin @director The_Idle_Class starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.792784
44	"Charlie_Chaplin @producer The_Idle_Class starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.792784
45	"Charlie_Chaplin @writer The_Idle_Class starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.792784
46	"Charlie_Chaplin @starring The_Idle_Class starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.792784
47	"Charlie_Chaplin @starring Tillie's_Punctured_Romance starring Mack_Swain @starring The_Knockout cinematography Frank_D._Williams"	5.732784
48	"Charlie_Chaplin @starring The_Knockout starring Mack_Swain @starring Tillie's_Punctured_Romance cinematography Frank_D._Williams"	5.732784
49	"Charlie_Chaplin @starring The_Knockout starring Al_St._John @starring The_Butcher_Boy cinematography Frank_D._Williams"	5.581466
50	"Charlie_Chaplin @starring The_Knockout cinematography Frank_D._Williams"	5.1719566666667
